State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Arizona,FastMED Urgent Care,2860 W Peoria Ave Suite B,Phoenix,Clinic,,602-283-0595,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.1217373,33.5825382,"2860 w peoria ave suite b, phoenix, az 85029, usa"
Arizona,FastMED Urgent Care,3131 E Thunderbird Rd Suite A,Phoenix,Clinic,,602-283-3609,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.0147546,33.6102199,"3131 e thunderbird rd suite a, phoenix, az 85032, usa"
Arizona,CVS Health COVID-19 Testing Site,3560 West Peoria Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-112.1359889,33.5824449,"3560 w peoria ave, phoenix, az 85029, usa"
Arizona,FastMED Urgent Care,401 E Bell Rd Suite 18,Phoenix,Clinic,,602-368-1403,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.0674315,33.6384201,"401 e bell rd #18, phoenix, az 85022, usa"
Arizona,CVS Health COVID-19 Testing Site,4323 East Bell Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.9874144,33.6399673,"4323 e bell rd, phoenix, az 85032, usa"
Arizona,CVS Health COVID-19 Testing Site,4430 East Ray Road,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.9877483,33.3209166,"4430 e ray rd, phoenix, az 85044, usa"
Arizona,FastMED Urgent Care,5201 N 19th Ave Suite 100,Phoenix,Clinic,,602-795-1411,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.099501,33.5137701,"5201 n 19th ave #100, phoenix, az 85015, usa"
Arizona,FastMED Urgent Care,5259 W Indian School Rd Suite 100,Phoenix,Clinic,,623-888-5101,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.1727351,33.494512,"5259 w indian school rd #100, phoenix, az 85031, usa"
Arizona,NextCare Urgent Care,5920 W McDowell Rd,Phoenix,Drive-thru,,623-245-0440,,https://nextcare.com/coronavirus-covid-19/,-112.187848,33.466529,"5920 w mcdowell rd, phoenix, az 85035, usa"
Arizona,CVS Health COVID-19 Testing Site,6021 South Central Avenue,Phoenix,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-112.0725547,33.3913106,"6021 s central ave, phoenix, az 85042, usa"
Arizona,Family Tree Healthcare,7002 S Central Avenue,Phoenix,Clinic,,602-499-4221,First come first serve,https://www.familytreehealthcare.com/free-covid-19,-112.0737482,33.3830677,"7002 s central ave, phoenix, az 85042, usa"
Arizona,FastMED Urgent Care,8260 W Indian School Rd Suite 1,Phoenix,Clinic,,623-846-7122,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.2372374,33.4956619,"8260 w indian school rd #1, phoenix, az 85033, usa"
Arizona,Banner Health,Multiple locations call for details,Phoenix,Drive-thru,5-Jul,844-549-1851,"call for pre-screen; symptomatic; Not releasing test locations, call for appt",https://www.bannerhealth.com/patients/patient-resources/covid-19#Tested,-81.563874,28.385233,"orlando, fl, usa"
Arizona,CVS Health COVID-19 Testing Site,6650 West Lower Buckeye Road,Phoenix,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.2032867,33.4235379,"6650 w lower buckeye rd, phoenix, az 85043, usa"
Arizona,CVS Health COVID-19 Testing Site,3210 East Union Hills,Phoenix,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.0127808,33.6556966,"3210 e union hills dr, phoenix, az 85050, usa"
Arizona,CVS Health COVID-19 Testing Site,2406 East Thomas Road,Phoenix,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.0296589,33.4807996,"2406 e thomas rd, phoenix, az 85016, usa"
Arizona,CVS Health COVID-19 Testing Site,3610 West Anthem Way,Phoenix,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.1358957,33.8662783,"3610 w anthem way, anthem, az 85086, usa"
Arizona,CVS Health COVID-19 Testing Site,28635 North Valley Parkway,Phoenix,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.1066473,33.7417945,"28635 n north valley pkwy, phoenix, az 85085, usa"
Arizona,Thumb Butte,3124 Willow Creek Rd,Prescott,Clinic,,928.445.7085,,https://www.thumbbuttemedicalcenter.com/,-112.4642091,34.5975253,"3124 willow creek rd, prescott, az 86301, usa"
Arizona,CVS Health COVID-19 Testing Site,901 Willow Lake Road,Prescott,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.4569458,34.5982179,"901 willow lake rd, prescott, az 86301, usa"
Arizona,Thumb Butte,6496 E HWY 69,Prescott Valley,Clinic,, 928.775.9007,,https://www.thumbbuttemedicalcenter.com/,-112.351379,34.582083,"6496 e state rte 69, prescott valley, az 86314, usa"
Arizona,CVS Health COVID-19 Testing Site,7587 South Power Road,Queen Creek,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.6855425,33.2793027,"7587 s power rd, queen creek, az 85142, usa"
Arizona,Bio Clinic,1453 N Main Street,San Luis,Clinic,Mon - Sun 8AM - 5PM,928-315-6801,,https://biofamilyclinic.com/2020/03/17/coronavirus-covid-19/,-80.4353761,35.3995176,"1453 n main st, mt pleasant, nc 28124, usa"
Arizona,CVS Health COVID-19 Testing Site,10010 North Scottsdale Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.9268181,33.5771572,"10010 n scottsdale rd, scottsdale, az 85253, usa"
Arizona,CVS Health COVID-19 Testing Site,10160 East Bell Road,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.8619821,33.6409219,"10160 e bell rd, scottsdale, az 85260, usa"
Arizona,CVS Health COVID-19 Testing Site,14672 North Frank Lloyd Wright,Scottsdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.8772847,33.6191845,"14672 n frank lloyd wright blvd, scottsdale, az 85260, usa"
Arizona,NextCare Urgent Care,2122 N Scottsdale Rd,Scottsdale,Drive-thru,,(480) 889-3570,,https://nextcare.com/coronavirus-covid-19/,-111.9265852,33.4716637,"2122 n scottsdale rd, scottsdale, az 85257, usa"
Arizona,Carespot ,23015 N Scottsdale Road Suite 101,Scottsdale,Clinic,,480-485-2203,,https://www.carespot.com/covid19-visitor-info/,-111.9246289,33.6963692,"23015 n scottsdale rd #101, scottsdale, az 85255, usa"
Arizona,FastMED Urgent Care,4902 E Shea Blvd Suite 101,Scottsdale,Clinic,,480-214-4468,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.9762361,33.5830812,"4902 e shea blvd #101, phoenix, az 85028, usa"
Arizona,FastMED Urgent Care,7730 E Mcdowell Rd Suite 101,Scottsdale,Clinic,,480-699-3314,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.9131059,33.4668215,"7730 e mcdowell rd ste 101, scottsdale, az 85257, usa"
Arizona,CVS Health COVID-19 Testing Site,7552 Indian School Road,Scottsdale,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.918015,33.4954085,"7552 e indian school rd, scottsdale, az 85251, usa"
Arizona,CVS Health COVID-19 Testing Site,7111 East Bell Road,Scottsdale,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.927377,33.6381168,"7111 e bell rd, scottsdale, az 85254, usa"
Arizona,CVS Health COVID-19 Testing Site,20 Airport Road,Sedona,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-76.439148,43.322944,"20 airport rd, fulton, ny 13069, usa"
Arizona,CVS Health COVID-19 Testing Site,60 E Deuce of Clubs Drive,Show Low,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-110.0419419,34.251382,"60 e deuce of clubs, show low, az 85901, usa"
Arizona,CVS Health COVID-19 Testing Site,9901B West Thunderbird Boulevard,Sun City,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.2692209,33.6087314,"9901b w thunderbird blvd, sun city, az 85351, usa"
Arizona,FastMED Urgent Care,12775 W Bell Rd Suite 100,Surprise,Clinic,,623-215-0082,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.3351274,33.6380364,"12775 w bell rd #100, surprise, az 85378, usa"
Arizona,CVS Health COVID-19 Testing Site,15474 West Greenway Road,Surprise,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-112.3931507,33.6247035,"15474 w greenway rd, surprise, az 85379, usa"
Arizona,Carespot ,16840 W Waddell Road Suite 110,Surprise,Clinic,,623-300-1566,,https://www.carespot.com/covid19-visitor-info/,-112.4213369,33.6103113,"16840 w waddell rd #110, surprise, az 85388, usa"
Arizona,CVS Health COVID-19 Testing Site,1750 East Broadway Road,Tempe,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-111.9096776,33.4080795,"1750 e broadway rd, tempe, az 85282, usa"
Arizona,FastMED Urgent Care,1804 W Elliot Rd,Tempe,Clinic,,480-456-0444,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.9668276,33.3501016,"1804 w elliot rd, tempe, az 85284, usa"
Arizona,Diablo Stadium ,2200 W Alameda Dr,Tempe,Drive-thru,8:00am-1:00pm,,,https://www.thelittleclinic.com/drivethru-testing,-111.9708798,33.4010003,"2200 w alameda dr, tempe, az 85282, usa"
Arizona,FastMED Urgent Care,2720 W Baseline Rd Suite 140,Tempe,Clinic,,602-777-6000,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.977843,33.3793489,"2720 w baseline rd #140, tempe, az 85283, usa"
Arizona,FastMED Urgent Care,3244 S Mill Ave Suite 101,Tempe,Clinic,,480-214-0621,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.9399048,33.3931108,"3244 s mill ave #101, tempe, az 85282, usa"
Arizona,CVS Health COVID-19 Testing Site,3303 South Rural Street,Tempe,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-86.1155671,39.7187922,"3303 s rural st, indianapolis, in 46237, usa"
Arizona,FastMED Urgent Care,725 South Rural Road Suite 120,Tempe,Clinic,,480-214-0622,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.9248153,33.4224102,"725 s rural rd, tempe, az 85281, usa"
Arizona,CVS Health COVID-19 Testing Site,1424 West Baseline Road,Tempe,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.9624123,33.3788281,"1424 w baseline rd, tempe, az 85283, usa"
Arizona,FastMED Urgent Care,9870 W Lower Buckeye Rd Suite 170,Tolleson,Clinic,,623-215-0189,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-112.271467,33.4243719,"9870 w lower buckeye rd #170, tolleson, az 85353, usa"
Arizona,Walgreens,10315 E Broadway Blvd,Tucson,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-110.7721263,32.2218905,"10315 e broadway blvd, tucson, az 85748, usa"
Arizona,Southern Arizona Urgent Care Plus,1040 S Harrison Road Suite 120,Tucson,Clinic,,(520) 777-7025,,https://southernarizonaurgentcare.com/covid-19/,-110.7907985,32.208566,"1040 s harrison rd #120, tucson, az 85748, usa"
Arizona,Southern Arizona Urgent Care Plus,1218 W Irvington Rd Suite 150,Tucson,Clinic,, (520) 829-6442,,https://southernarizonaurgentcare.com/covid-19/,-110.9907605,32.1639061,"1218 w irvington rd #150, tucson, az 85714, usa"
Arizona,NextCare Urgent Care,1570 E Tucson Marketplace Blvd,Tucson,Drive-thru,,520-301-2300,,https://nextcare.com/coronavirus-covid-19/,-110.9478228,32.1820822,"1570 e tucson marketplace blvd, tucson, az 85713, usa"
Arizona,FastMED Urgent Care,1895 W Valencia Rd Suite 101,Tucson,Clinic,,520-576-5104,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-111.007238,32.1333399,"1895 w valencia rd #101, tucson, az 85746, usa"
Arizona,Urgent Specialists,2120 W Ina Road Suite 100,Tucson,Clinic,,(520) 395-0471,,https://urgentspecialists.com/coronavirus-covid-19-dashboard/,-111.0135337,32.3379302,"2120 w ina rd #100, tucson, az 85741, usa"
Arizona,FastMED Urgent Care,2460 N Swan Rd Suite 140,Tucson,Clinic,,520-441-5405,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-110.8922198,32.2518089,"2460 n swan rd #140, tucson, az 85712, usa"
Arizona,FastMED Urgent Care,2510 E Broadway Blvd,Tucson,Clinic,,520-232-2072,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-110.9348766,32.2209947,"2510 e broadway blvd, tucson, az 85716, usa"
Arizona,Southern Arizona Urgent Care Plus,3662 W Ina Rd Suite 150,Tucson,Clinic,,(520) 912-4242,,https://southernarizonaurgentcare.com/covid-19/,-111.0438984,32.3380668,"3662 w ina rd #150, tucson, az 85741, usa"
Arizona,CVS Health COVID-19 Testing Site,3832 East Speedway,Tucson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-110.9112662,32.2356114,"3832 e speedway blvd, tucson, az 85716, usa"
Arizona,NextCare Urgent Care,4280 N Oracle Rd,Tucson,Drive-thru,,520-887-0095,,https://nextcare.com/coronavirus-covid-19/,-110.9769855,32.2844701,"4280 n oracle rd #100, tucson, az 85705, usa"
Arizona,Southern Arizona Urgent Care Plus,446 N Campbell Ave Suite 130 ,Tucson,Clinic,, (520) 305-3900,,https://southernarizonaurgentcare.com/covid-19/,-110.9434453,32.2274766,"446 n campbell ave #130, tucson, az 85719, usa"
Arizona,Tucson ER & Hospital,4575 E Broadway Blvd,Tucson,Clinic,, 520.375.9111,,https://tucsonerhospital.com/,-110.8948742,32.2221731,"4575 e broadway blvd, tucson, az 85711, usa"
Arizona,CVS Health COVID-19 Testing Site,5100 East Grant Road,Tucson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-110.8834651,32.2500984,"5100 e grant rd, tucson, az 85712, usa"
Arizona,NextCare Urgent Care,5369 S Calle Santa Cruz,Tucson,Drive-thru,,520-573-7500,,https://nextcare.com/coronavirus-covid-19/,-110.9900153,32.1542072,"5369 s calle santa cruz, tucson, az 85706, usa"
Arizona,FastMED Urgent Care,5594 E 22nd St,Tucson,Clinic,,520-232-2047,,https://www.fastmed.com/about-fastmed/news-and-press/fastmed-urgent-care-introduces-covid-19-testing-and-telemedicine/,-110.8732435,32.2066006,"5594 e 22nd st, tucson, az 85711, usa"
Arizona,CVS Health COVID-19 Testing Site,615 North Alvernon,Tucson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-110.9103348,32.2293351,"615 n alvernon way, tucson, az 85716, usa"
Arizona,NextCare Urgent Care,6238 E Pima St,Tucson,Drive-thru,,520-290-0022,,https://nextcare.com/coronavirus-covid-19/,-110.8591802,32.242736,"6238 e pima st, tucson, az 85712, usa"
Arizona,Southern Arizona Urgent Care Plus,6303 E Broadway Blvd Suite 161,Tucson,Clinic,,(520) 838-0020,,https://southernarizonaurgentcare.com/covid-19/,-110.857597,32.2217453,"6303 e broadway blvd #161, tucson, az 85710, usa"
Arizona,CVS Health COVID-19 Testing Site,6310 E Broadway,Tucson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-110.8572477,32.2205133,"6310 e broadway blvd, tucson, az 85710, usa"
Arizona,Southern Arizona Urgent Care Plus,6572 East Grant Road Suite 130,Tucson,Clinic,,(520) 300-4249,,https://southernarizonaurgentcare.com/covid-19/,-110.8518926,32.2494319,"6572 e grant rd #130, tucson, az 85715, usa"
Arizona,CVS Health COVID-19 Testing Site,8920 E Tanque Verde,Tucson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-110.8017878,32.2573563,"8920 e tanque verde rd, tucson, az 85749, usa"
Arizona,Southern Arizona Urgent Care Plus,90 W River Rd ,Tucson,Clinic,,(520) 912-4200,,https://southernarizonaurgentcare.com/covid-19/,-110.9729706,32.2972065,"90 w river rd, tucson, az 85704, usa"
Arizona,NextCare Urgent Care,9525 E Old Spanish Trail,Tucson,Drive-thru,,520-731-3666,,https://nextcare.com/coronavirus-covid-19/,-110.7888894,32.2083419,"9525 e old spanish trail, tucson, az 85748, usa"
Arizona,Banner Health,Multiple locations call for details,Tucson,Drive-thru,7 a.m. to 6 p.m.,844-549-1851,,https://www.bannerhealth.com/patients/patient-resources/covid-19#Tested,-81.563874,28.385233,"orlando, fl, usa"
Arizona,CVS Health COVID-19 Testing Site,7740 North Cortaro Road,Tucson,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.0988542,32.3470974,"7740 n cortaro rd, tucson, az 85743, usa"
Arizona,CVS Health COVID-19 Testing Site,1900 West Valencia Road,Tucson,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-111.0070137,32.1345338,"1900 w valencia rd, tucson, az 85746, usa"
Arizona,Walgreens,730 E Grant Rd,Tucson,Drive-thru,9am-5pm,,Appointment only \u2013 complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx,-110.9604898,32.2495957,"730 e grant rd, tucson, az 85719, usa"
Arizona,Bio Clinic,11468 N Frontage Rd,Yuma,Clinic,Mon - Sun 8AM - 5PM,928-342-6500,,https://biofamilyclinic.com/2020/03/17/coronavirus-covid-19/,-114.4364859,32.6712513,"11468 n frontage rd, yuma, az 85367, usa"
Arizona,Bio Clinic,11611 S Foothills Blvd Suite G,Yuma,Clinic,Mon - Sun 8AM - 5PM,928- 247-9616,,https://biofamilyclinic.com/2020/03/17/coronavirus-covid-19/,-114.4091881,32.6617981,"11611 s foothills blvd suite g, yuma, az 85367, usa"
Arizona,Bio Clinic,2503 S Avenue A Ste 2,Yuma,Clinic,Mon - Sun 8AM - 5PM,928-783-0092,,https://biofamilyclinic.com/2020/03/17/coronavirus-covid-19/,-114.6324752,32.6818798,"2503 s avenue a ste 2, yuma, az 85364, usa"
Arizona,CVS Health COVID-19 Testing Site,1555 South Avenue B,Yuma,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-114.6494445,32.6992516,"1555 s avenue b, yuma, az 85364, usa"
Arizona,El Rio Health,839 W Congress St,Tucson,Clinic,,(520) 670-3909,,https://www.elrio.org/covid19/,-110.9859637,32.2206781,"839 w congress st, tucson, az 85745, usa"
Arizona,El Rio Health,1230 S Cherrybell Stravenue,Tucson,Clinic,,(520) 670-3909,,https://www.elrio.org/covid19/,-110.9485214,32.2059772,"1230 s cherrybell stra, tucson, az 85713, usa"
